LineId,EventId,program_pid,Content,Level,Duration,Program,EventTemplate
998,E1636,systemd  pid: 1,Reached target Timers.,,,,Reached target Timers.
999,E1560,NetworkManager  pid: 582,ofono is now available,info,1467205191.3923,,ofono is now available
1000,E1209,kernel,APIC calibration not consistent with PM-Timer: 97ms instead of 100ms,,    0.180955,,APIC calibration not consistent with PM-Timer: <*>ms instead of <*>ms
1001,E1088,kernel,CPUID[0d  0d]: eax=00000000 ebx=00000000 ecx=00000000 edx=00000000,,    0.000000,,CPUID[0d  <*>]: eax=<*> ebx=<*> ecx=<*> edx=00000000
1002,E1556,NetworkManager  pid: 572,device (enp0s3): state change: prepare -> config (reason 'none') [40 50 0],info,1466518545.7866,,device (enp0s3): state change: <*> -> <*> (reason <*>) [<*> <*> <*>]
1003,E1125,kernel,Initializing cgroup subsys perf_event,,    0.026574,,Initializing cgroup subsys <*>
1004,E1357,kernel,loop: module loaded,,    0.618217,,loop: module loaded
1005,E1228,kernel,cpuidle: using governor menu,,    0.182444,,cpuidle: using governor <*>
1006,E1416,kernel,PM: Hibernation image not present or could not be loaded.,,    0.690063,,PM: Hibernation image not present or could not be loaded.
1007,E1551,NetworkManager  pid: 582,manager: Networking is enabled by state file,info,1467205191.2842,,manager: Networking is enabled by state file
1008,E1556,NetworkManager  pid: 567,device (enp0s3): state change: ip-config -> ip-check (reason 'none') [70 80 0],info,1467290566.8305,,device (enp0s3): state change: <*> -> <*> (reason <*>) [<*> <*> <*>]
1009,E1555,NetworkManager  pid: 582,manager: (lo): new Generic device (/org/freedesktop/NetworkManager/Devices/1),info,1467205191.3456,,manager: (<*>): new <*> device (<*>)
1010,E1855,systemd-logind  pid: 575,New session c1 of user lightdm.,,,,New session <*> of user <*>
1011,E1076,kernel,Build-time adjustment of leaf fanout to 64.,,    0.000000,,Build-time adjustment of leaf fanout to <*>.
1012,E1489,kernel,"audit: type=1400 audit(1466518544.628:3): apparmor=""STATUS"" operation=""profile_load"" profile=""unconfined"" name=""/usr/lib/lightdm/lightdm-guest-session//chromium"" pid=333 comm=""apparmor_parser""",,    4.804049,,"audit: type=1400 audit(<*>): apparmor=""STATUS"" operation=""profile_load"" profile=""unconfined"" name=<*> pid=<*>> comm=""apparmor_parser"""
1013,E1531,NetworkManager  pid: 572,management mode: unmanaged,info,1466518545.5946,,management mode: unmanaged
1014,E1089,kernel,CPU MTRRs all blank - virtualized system.,,    0.000000,,CPU MTRRs all blank - virtualized system.
1015,E1560,NetworkManager  pid: 585,ofono is now available,info,1466518840.1726,,ofono is now available
1016,E1489,kernel,"audit: type=1400 audit(1466518839.336:4): apparmor=""STATUS"" operation=""profile_load"" profile=""unconfined"" name=""/sbin/dhclient"" pid=366 comm=""apparmor_parser""",,    4.533097,,"audit: type=1400 audit(<*>): apparmor=""STATUS"" operation=""profile_load"" profile=""unconfined"" name=<*> pid=<*>> comm=""apparmor_parser"""
1017,E1482,kernel,floppy0: no floppy controllers found,,    3.901836,,floppy0: no floppy controllers found
1018,E1088,kernel,CPUID[0d  03]: eax=00000000 ebx=00000000 ecx=00000000 edx=00000000,,    0.000000,,CPUID[0d  <*>]: eax=<*> ebx=<*> ecx=<*> edx=00000000
1019,E1090,kernel,------------[ cut here ]------------,,    0.000000,,------------[ cut here ]------------
1020,E1585,NetworkManager  pid: 585,DNS: starting dnsmasq...,info,1466518840.2426,,DNS: starting dnsmasq...
1021,E1415,kernel,EDD information not available.,,    0.687205,,EDD information not available.
1022,E1660,systemd  pid: 1,Listening on CUPS Scheduler.,,,,Listening on CUPS Scheduler.
1023,E1125,kernel,Initializing cgroup subsys net_cls,,    0.026573,,Initializing cgroup subsys <*>
1024,E1123,kernel,Hierarchical RCU implementation.,,    0.000000,,Hierarchical RCU implementation.
1025,E1010,anacron  pid: 513,Will run job `cron.daily' in 5 min.,,,,Will run job <*> in <*> min.
1026,E1179,kernel,Calibrating delay loop (skipped) preset value.. 5183.97 BogoMIPS (lpj=10367952),,    0.025519,,Calibrating delay loop (skipped) preset value.. <*> BogoMIPS (lpj=<*>)
1027,E1630,rtkit-daemon  pid: 1019,Supervising 1 threads of 1 processes of 1 users.,,,,Supervising <*> threads of <*> processes of <*> users.
1028,E1075,kernel,BRK [0x021ff000  0x021fffff] PGTABLE,,    0.000000,,BRK [<*>  <*>] PGTABLE
1029,E1079,kernel,Calgary: Unable to locate Rio Grande table in EBDA - bailing!,,    0.000000,,Calgary: Unable to locate Rio Grande table in EBDA - bailing!
1030,E1303,kernel,clocksource: Switched to clocksource kvm-clock,,    0.202581,,clocksource: Switched to clocksource kvm-clock
1031,E1846,lightdm,PAM unable to dlopen(pam_kwallet5.so): /lib/security/pam_kwallet5.so: cannot open shared object file: No such file or directory,,,,PAM unable to <*> <*> cannot open shared object file: No such file or directory
1032,E1533,NetworkManager  pid: 572,devices added (path: /sys/devices/virtual/net/lo  iface: lo),info,1466518545.5948,,devices added (path: <*>  iface: <*>)
1033,E1142,kernel,MTRR default type: uncachable,,    0.000000,,MTRR default type: uncachable
1034,E1529,NetworkManager  pid: 582,dns-mgr[0xa848c0]: using resolv.conf manager 'resolvconf',info,1467205190.8687,,dns-mgr[<*>]: using resolv.conf manager 'resolvconf'
1035,E1125,kernel,Initializing cgroup subsys perf_event,,    0.027315,,Initializing cgroup subsys <*>
1036,E1679,systemd  pid: 1,Listening on ACPID Listen Socket.,,,,Listening on ACPID Listen Socket.
1037,E1530,NetworkManager  pid: 585,init!,info,1466518839.9475,,init!
1038,E1035,dbus  pid: 557,Successfully activated service 'org.freedesktop.UPower',,,system,Successfully activated service <*>
1039,E1240,kernel,ACPI Exception: AE_NOT_FOUND  While evaluating Sleep State [\_S3_] (20150930/hwxface-580),,    0.186425,,ACPI Exception: AE_NOT_FOUND  While evaluating Sleep State [\_<*>_] (<*>)
1040,E1156,kernel,PM: Registered nosave memory: [mem 0x0009f000-0x0009ffff],,    0.000000,,PM: Registered nosave memory: [mem <*>-<*>]
1041,E1088,kernel,CPUID[0d  0f]: eax=00000000 ebx=00000000 ecx=00000000 edx=00000000,,    0.000000,,CPUID[0d  <*>]: eax=<*> ebx=<*> ecx=<*> edx=00000000
1042,E1044,dnsmasq  pid: 738,DBus support enabled: connected to system bus,,,,DBus support enabled: connected to system bus
1043,E1156,kernel,PM: Registered nosave memory: [mem 0x0009f000-0x0009ffff],,    0.000000,,PM: Registered nosave memory: [mem <*>-<*>]
1044,E1125,kernel,Initializing cgroup subsys io,,    0.027305,,Initializing cgroup subsys <*>
1045,E1901,systemd  pid: 1,Reloading.,,,,Reloading.
1046,E1655,systemd  pid: 1,Created slice User Slice of stefan.,,,,Created slice User Slice of <*>
1047,E1327,kernel,platform rtc_cmos: registered platform RTC device (no PNP device found),,    0.617148,,platform rtc_cmos: registered platform RTC device (no PNP device found)
1048,E1075,kernel,BRK [0x02201000  0x02201fff] PGTABLE,,    0.000000,,BRK [<*>  <*>] PGTABLE
1049,E1356,kernel,brd: module loaded,,    0.619526,,brd: module loaded
1050,E1678,systemd  pid: 1,Reloading OpenBSD Secure Shell server.,,,,Reloading OpenBSD Secure Shell server.
1051,E1417,kernel,machinecheck machinecheck0: hash matches,,    0.686969,,machinecheck machinecheck0: hash matches
1052,E1613,pulseaudio  pid: 1189,authkey.c: Failed to open cookie file '/home/stefan/.pulse-cookie': No such file or directory,,,pulseaudio,authkey.c: Failed to open cookie file <*> No such file or directory
1053,E1240,kernel,ACPI Exception: AE_NOT_FOUND  While evaluating Sleep State [\_S4_] (20150930/hwxface-580),,    0.185339,,ACPI Exception: AE_NOT_FOUND  While evaluating Sleep State [\_<*>_] (<*>)
1054,E1556,NetworkManager  pid: 585,device (enp0s3): state change: config -> ip-config (reason 'none') [50 70 0],info,1466518840.1913,,device (enp0s3): state change: <*> -> <*> (reason <*>) [<*> <*> <*>]
1055,E1357,kernel,loop: module loaded,,    0.618217,,loop: module loaded
1056,E1556,NetworkManager  pid: 567,device (enp0s3): state change: prepare -> config (reason 'none') [40 50 0],info,1467290566.7581,,device (enp0s3): state change: <*> -> <*> (reason <*>) [<*> <*> <*>]
1057,E1144,kernel,MTRR variable ranges disabled:,,    0.000000,,MTRR variable ranges disabled:
1058,E1125,kernel,Initializing cgroup subsys io,,    0.026564,,Initializing cgroup subsys <*>
1059,E1240,kernel,ACPI Exception: AE_NOT_FOUND  While evaluating Sleep State [\_S1_] (20150930/hwxface-580),,    0.186224,,ACPI Exception: AE_NOT_FOUND  While evaluating Sleep State [\_<*>_] (<*>)
1060,E1148,kernel,Normal   empty,,    0.000000,,Normal   empty
1061,E1029,avahi-daemon  pid: 606,Successfully dropped root privileges.,,,,Successfully dropped root privileges.
1062,E1630,rtkit-daemon  pid: 1113,Supervising 2 threads of 1 processes of 1 users.,,,,Supervising <*> threads of <*> processes of <*> users.
1063,E1839,sshd  pid: 686,Received SIGHUP; restarting.,,,,Received SIGHUP; restarting.
1064,E1549,NetworkManager  pid: 585,Loaded device plugin: NMWifiFactory (/usr/lib/x86_64-linux-gnu/NetworkManager/libnm-device-plugin-wifi.so),info,1466518840.0888,,Loaded device plugin: NMVlanFactory (<*>)
1065,E1526,NetworkManager  pid: 572,manager[0x1d901a0]: monitoring kernel firmware directory '/lib/firmware'.,info,1466518545.4648,,manager[<*>]: monitoring kernel firmware directory '/lib/firmware'.
1066,E1124,kernel,Hypervisor detected: KVM,,    0.000000,,Hypervisor detected: KVM
1067,E1636,systemd  pid: 1,Reached target Timers.,,,,Reached target Timers.
1068,E1630,rtkit-daemon  pid: 1088,Supervising 5 threads of 2 processes of 2 users.,,,,Supervising <*> threads of <*> processes of <*> users.
1069,E1064,kernel,ACPI: Local APIC address 0xfee00000,,    0.000000,,ACPI: Local APIC address <*>
1070,E1088,kernel,CPUID[0d  0a]: eax=00000000 ebx=00000000 ecx=00000000 edx=00000000,,    0.000000,,CPUID[0d  <*>]: eax=<*> ebx=<*> ecx=<*> edx=00000000
1071,E1549,NetworkManager  pid: 582,Loaded device plugin: NMInfinibandFactory (internal),info,1467205191.2843,,Loaded device plugin: NMVlanFactory (<*>)
1072,E1628,rtkit-daemon  pid: 1113,Successfully made thread 13870 of process 13870 (n/a) owned by '1000' high priority at nice level -11.,,,,Successfully made thread <*> of process <*> (n/a) owned by <*> high priority at nice level <*>.
1073,E1035,dbus  pid: 558,Successfully activated service 'org.freedesktop.hostname1',,,system,Successfully activated service <*>
1074,E1080,kernel,Call Trace:,,    0.000000,,Call Trace:
1075,E1645,systemd  pid: 909,Stopped target Default.,,,,Stopped target <*>
1076,E1075,kernel,BRK [0x02202000  0x02202fff] PGTABLE,,    0.000000,,BRK [<*>  <*>] PGTABLE
1077,E1630,rtkit-daemon  pid: 1088,Supervising 4 threads of 2 processes of 2 users.,,,,Supervising <*> threads of <*> processes of <*> users.
1078,E1528,NetworkManager  pid: 585,"dns-mgr[0x11e50c0]: set resolv-conf-mode: dnsmasq  plugin=""dnsmasq""",info,1466518839.8234,,"dns-mgr[<*>]: set resolv-conf-mode: dnsmasq  plugin=""dnsmasq"""
1079,E1556,NetworkManager  pid: 582,device (enp0s3): state change: ip-check -> secondaries (reason 'none') [80 90 0],info,1467205191.4674,,device (enp0s3): state change: <*> -> <*> (reason <*>) [<*> <*> <*>]
1080,E1088,kernel,CPUID[0d  06]: eax=00000000 ebx=00000000 ecx=00000000 edx=00000000,,    0.000000,,CPUID[0d  <*>]: eax=<*> ebx=<*> ecx=<*> edx=00000000
1081,E1010,anacron  pid: 545,Will run job `cron.weekly' in 10 min.,,,,Will run job <*> in <*> min.
1082,E1297,kernel,SCSI subsystem initialized,,    0.205398,,SCSI subsystem initialized
1083,E1305,kernel,pnp: PnP ACPI init,,    0.206847,,pnp: PnP ACPI init
1084,E1161,kernel,RCU restricting CPUs from NR_CPUS=256 to nr_cpu_ids=1.,,    0.000000,,RCU restricting CPUs from NR_CPUS=<*> to nr_cpu_ids=<*>.
1085,E1125,kernel,Initializing cgroup subsys freezer,,    0.026801,,Initializing cgroup subsys <*>
1086,E1655,systemd  pid: 1,Created slice User Slice of stefan.,,,,Created slice User Slice of <*>
1087,E1204,kernel,ftrace: allocating 31907 entries in 125 pages,,    0.053015,,ftrace: allocating <*> entries in <*> pages
1088,E1107,kernel,Faking a node at [mem 0x0000000000000000-0x000000002ffeffff],,    0.000000,,Faking a node at [mem <*>-<*>]
1089,E1665,systemd  pid: 1,Mounted FUSE Control File System.,,,,Mounted FUSE Control File System.
1090,E1156,kernel,PM: Registered nosave memory: [mem 0x0009f000-0x0009ffff],,    0.000000,,PM: Registered nosave memory: [mem <*>-<*>]
1091,E1529,NetworkManager  pid: 582,dns-mgr[0xa848c0]: using resolv.conf manager 'resolvconf',info,1467205190.8687,,dns-mgr[<*>]: using resolv.conf manager 'resolvconf'
1092,E1508,kernel,fbcon: vboxdrmfb (fb0) is primary device,,    4.749698,,fbcon: vboxdrmfb (fb0) is primary device
1093,E1179,kernel,Calibrating delay loop (skipped) preset value.. 5183.97 BogoMIPS (lpj=10367952),,    0.025519,,Calibrating delay loop (skipped) preset value.. <*> BogoMIPS (lpj=<*>)
1094,E1201,kernel,process: using mwait in idle threads,,    0.027904,,process: using mwait in idle threads
1095,E1629,rtkit-daemon  pid: 1019,Successfully made thread 1224 of process 1216 (n/a) owned by '1000' RT at priority 5.,,,,Successfully made thread <*> of process <*> (n/a) owned by <*> RT at priority <*>.
1096,E1624,rtkit-daemon  pid: 1113,Canary thread running.,,,,Canary thread running.
1097,E1630,rtkit-daemon  pid: 1019,Supervising 5 threads of 2 processes of 2 users.,,,,Supervising <*> threads of <*> processes of <*> users.
1098,E1240,kernel,ACPI Exception: AE_NOT_FOUND  While evaluating Sleep State [\_S4_] (20150930/hwxface-580),,    0.186231,,ACPI Exception: AE_NOT_FOUND  While evaluating Sleep State [\_<*>_] (<*>)
1099,E1549,NetworkManager  pid: 567,Loaded device plugin: NMBridgeFactory (internal),info,1467290566.6340,,Loaded device plugin: NMVlanFactory (<*>)
1100,E1240,kernel,ACPI Exception: AE_NOT_FOUND  While evaluating Sleep State [\_S4_] (20150930/hwxface-580),,    0.187201,,ACPI Exception: AE_NOT_FOUND  While evaluating Sleep State [\_<*>_] (<*>)
1101,E1125,kernel,Initializing cgroup subsys net_cls,,    0.025706,,Initializing cgroup subsys <*>
1102,E1839,sshd  pid: 713,Received SIGHUP; restarting.,,,,Received SIGHUP; restarting.
1103,E1510,kernel,AES CTR mode by8 optimization enabled,,    4.745721,,AES CTR mode by8 optimization enabled
1104,E1088,kernel,CPUID[0d  11]: eax=00000000 ebx=00000000 ecx=00000000 edx=00000000,,    0.000000,,CPUID[0d  <*>]: eax=<*> ebx=<*> ecx=<*> edx=00000000
1105,E1549,NetworkManager  pid: 582,Loaded device plugin: NMWifiFactory (/usr/lib/x86_64-linux-gnu/NetworkManager/libnm-device-plugin-wifi.so),info,1467205191.2955,,Loaded device plugin: NMVlanFactory (<*>)
1106,E1231,kernel,ACPI: bus type PCI registered,,    0.183602,,ACPI: bus type PCI registered
1107,E1626,rtkit-daemon  pid: 1113,Successfully called chroot.,,,,Successfully called chroot.
1108,E1489,kernel,"audit: type=1400 audit(1466518544.872:7): apparmor=""STATUS"" operation=""profile_load"" profile=""unconfined"" name=""/usr/lib/connman/scripts/dhclient-script"" pid=383 comm=""apparmor_parser""",,    5.053090,,"audit: type=1400 audit(<*>): apparmor=""STATUS"" operation=""profile_load"" profile=""unconfined"" name=<*> pid=<*>> comm=""apparmor_parser"""
1109,E1482,kernel,floppy0: no floppy controllers found,,    3.910969,,floppy0: no floppy controllers found
1110,E1225,kernel,pinctrl core: initialized pinctrl subsystem,,    0.183293,,pinctrl core: initialized pinctrl subsystem
1111,E1631,rtkit-daemon  pid: 1019,Watchdog thread running.,,,,Watchdog thread running.
1112,E1063,kernel,ACPI: IRQ9 used by override.,,    0.000000,,ACPI: IRQ<*> used by override.
1113,E1063,kernel,ACPI: IRQ9 used by override.,,    0.000000,,ACPI: IRQ<*> used by override.
1114,E1655,systemd  pid: 1,Created slice User Slice of lightdm.,,,,Created slice User Slice of <*>
1115,E1556,NetworkManager  pid: 582,device (enp0s3): state change: prepare -> config (reason 'none') [40 50 0],info,1467205191.4045,,device (enp0s3): state change: <*> -> <*> (reason <*>) [<*> <*> <*>]
1116,E1486,kernel,ppdev: user-space parallel port driver,,    4.186054,,ppdev: user-space parallel port driver
1117,E1529,NetworkManager  pid: 572,dns-mgr[0x1da38c0]: using resolv.conf manager 'resolvconf',info,1466518545.4708,,dns-mgr[<*>]: using resolv.conf manager 'resolvconf'
1118,E1079,kernel,Calgary: Unable to locate Rio Grande table in EBDA - bailing!,,    0.000000,,Calgary: Unable to locate Rio Grande table in EBDA - bailing!
1119,E1125,kernel,Initializing cgroup subsys cpuacct,,    0.000000,,Initializing cgroup subsys <*>
1120,E1549,NetworkManager  pid: 585,Loaded device plugin: NMMacvlanFactory (internal),info,1466518840.0800,,Loaded device plugin: NMVlanFactory (<*>)
1121,E1592,NetworkManager  pid: 572,nm_device_get_device_type: assertion 'NM_IS_DEVICE (self)' failed,,,,nm_device_get_device_type: assertion 'NM_IS_DEVICE (self)' failed
1122,E1630,rtkit-daemon  pid: 1005,Supervising 6 threads of 2 processes of 2 users.,,,,Supervising <*> threads of <*> processes of <*> users.
1123,E1228,kernel,cpuidle: using governor menu,,    0.182444,,cpuidle: using governor <*>
1124,E1549,NetworkManager  pid: 582,Loaded device plugin: NMVlanFactory (internal),info,1467205191.2842,,Loaded device plugin: NMVlanFactory (<*>)
1125,E1635,systemd-modules-load  pid: 213,Inserted module 'lp',,,,Inserted module <*>
1126,E1209,kernel,APIC calibration not consistent with PM-Timer: 96ms instead of 100ms,,    0.181788,,APIC calibration not consistent with PM-Timer: <*>ms instead of <*>ms
1127,E1509,kernel,AVX version of gcm_enc/dec engaged.,,    4.745719,,AVX version of gcm_enc/dec engaged.
1128,E1642,systemd  pid: 1,Received SIGRTMIN+21 from PID 329 (plymouthd).,,,,Received <*> from PID <*> (<*>).
1129,E1064,kernel,ACPI: Local APIC address 0xfee00000,,    0.000000,,ACPI: Local APIC address <*>
1130,E1526,NetworkManager  pid: 567,manager[0x1ba21a0]: monitoring kernel firmware directory '/lib/firmware'.,info,1467290566.2223,,manager[<*>]: monitoring kernel firmware directory '/lib/firmware'.
1131,E1666,systemd  pid: 1,Mounting FUSE Control File System...,,,,Mounting FUSE Control File System...
1132,E1485,kernel,lp: driver loaded but no devices found,,    4.188963,,lp: driver loaded but no devices found
1133,E1636,systemd  pid: 882,Reached target Timers.,,,,Reached target Timers.
1134,E1409,kernel,AppArmor: AppArmor sha1 policy hashing enabled,,    0.671867,,AppArmor: AppArmor sha1 policy hashing enabled
1135,E1349,kernel,ACPI: Power Button [PWRF],,    0.602307,,ACPI: Power Button [PWRF]
1136,E1529,NetworkManager  pid: 585,dns-mgr[0x11e50c0]: using resolv.conf manager 'resolvconf',info,1466518839.8237,,dns-mgr[<*>]: using resolv.conf manager 'resolvconf'
1137,E1288,kernel,vgaarb: loaded,,    0.203030,,vgaarb: loaded
1138,E1215,kernel,smpboot: Total of 1 processors activated (5183.93 BogoMIPS),,    0.180789,,smpboot: Total of <*> processors activated (<*> BogoMIPS)
1139,E1628,rtkit-daemon  pid: 1088,Successfully made thread 2918 of process 2918 (n/a) owned by '108' high priority at nice level -11.,,,,Successfully made thread <*> of process <*> (n/a) owned by <*> high priority at nice level <*>.
1140,E1645,systemd  pid: 1026,Stopped target Paths.,,,,Stopped target <*>
1141,E1489,kernel,"audit: type=1400 audit(1466518545.152:10): apparmor=""STATUS"" operation=""profile_load"" profile=""unconfined"" name=""/usr/lib/cups/backend/cups-pdf"" pid=471 comm=""apparmor_parser""",,    5.327458,,"audit: type=1400 audit(<*>): apparmor=""STATUS"" operation=""profile_load"" profile=""unconfined"" name=<*> pid=<*>> comm=""apparmor_parser"""
1142,E1632,rtkit-daemon  pid: 1005,Successfully dropped privileges.,,,,Successfully dropped privileges.
1143,E1088,kernel,CPUID[0d  0c]: eax=00000000 ebx=00000000 ecx=00000000 edx=00000000,,    0.000000,,CPUID[0d  <*>]: eax=<*> ebx=<*> ecx=<*> edx=00000000
1144,E1125,kernel,Initializing cgroup subsys cpuset,,    0.000000,,Initializing cgroup subsys <*>
1145,E1549,NetworkManager  pid: 582,Loaded device plugin: NMWwanFactory (/usr/lib/x86_64-linux-gnu/NetworkManager/libnm-device-plugin-wwan.so),info,1467205191.3035,,Loaded device plugin: NMVlanFactory (<*>)
1146,E1819,/usr/lib/snapd/snapd  pid: 605,daemon.go:203: DEBUG: init done in 5.678931ms,,,,daemon.go:203: DEBUG: init done in <*>ms
1147,E1416,kernel,PM: Hibernation image not present or could not be loaded.,,    0.687274,,PM: Hibernation image not present or could not be loaded.
1148,E1080,kernel,Call Trace:,,    0.000000,,Call Trace:
1149,E1846,lightdm,PAM unable to dlopen(pam_kwallet5.so): /lib/security/pam_kwallet5.so: cannot open shared object file: No such file or directory,,,,PAM unable to <*> <*> cannot open shared object file: No such file or directory
1150,E1549,NetworkManager  pid: 585,Loaded device plugin: NMVlanFactory (internal),info,1466518840.0800,,Loaded device plugin: NMVlanFactory (<*>)
1151,E1533,NetworkManager  pid: 572,devices added (path: /sys/devices/pci0000:00/0000:00:03.0/net/enp0s3  iface: enp0s3),info,1466518545.5948,,devices added (path: <*>  iface: <*>)
1152,E1231,kernel,ACPI: bus type PCI registered,,    0.182483,,ACPI: bus type PCI registered
1153,E1296,kernel,e820: reserve RAM buffer [mem 0x0009fc00-0x0009ffff],,    0.204563,,e820: reserve RAM buffer [mem <*>]
1154,E1142,kernel,MTRR default type: uncachable,,    0.000000,,MTRR default type: uncachable
1155,E1179,kernel,Calibrating delay loop (skipped) preset value.. 5183.93 BogoMIPS (lpj=10367864),,    0.024569,,Calibrating delay loop (skipped) preset value.. <*> BogoMIPS (lpj=<*>)
1156,E1167,kernel,tsc: Detected 2591.966 MHz processor,,    0.000000,,tsc: Detected <*> MHz processor
1157,E1140,kernel,Modules linked in:,,    0.000000,,Modules linked in:
1158,E1142,kernel,MTRR default type: uncachable,,    0.000000,,MTRR default type: uncachable
1159,E1144,kernel,MTRR variable ranges disabled:,,    0.000000,,MTRR variable ranges disabled:
1160,E1629,rtkit-daemon  pid: 1019,Successfully made thread 1033 of process 1018 (n/a) owned by '108' RT at priority 5.,,,,Successfully made thread <*> of process <*> (n/a) owned by <*> RT at priority <*>.
1161,E1489,kernel,"audit: type=1400 audit(1466518839.336:3): apparmor=""STATUS"" operation=""profile_load"" profile=""unconfined"" name=""/usr/lib/lightdm/lightdm-guest-session//chromium"" pid=365 comm=""apparmor_parser""",,    4.529265,,"audit: type=1400 audit(<*>): apparmor=""STATUS"" operation=""profile_load"" profile=""unconfined"" name=<*> pid=<*>> comm=""apparmor_parser"""
1162,E1549,NetworkManager  pid: 582,Loaded device plugin: NMWwanFactory (/usr/lib/x86_64-linux-gnu/NetworkManager/libnm-device-plugin-wwan.so),info,1467205191.3035,,Loaded device plugin: NMVlanFactory (<*>)
1163,E1846,lightdm,PAM unable to dlopen(pam_kwallet5.so): /lib/security/pam_kwallet5.so: cannot open shared object file: No such file or directory,,,,PAM unable to <*> <*> cannot open shared object file: No such file or directory
1164,E1096,kernel,DMA zone: 21 pages reserved,,    0.000000,,DMA zone: <*> pages reserved
1165,E1583,NetworkManager  pid: 585,manager: NetworkManager state is now CONNECTED_GLOBAL,info,1466518840.2414,,manager: NetworkManager state is now CONNECTED_GLOBAL
1166,E1489,kernel,"audit: type=1400 audit(1467290565.756:8): apparmor=""STATUS"" operation=""profile_load"" profile=""unconfined"" name=""/usr/bin/ubuntu-core-launcher"" pid=373 comm=""apparmor_parser""",,    5.952627,,"audit: type=1400 audit(<*>): apparmor=""STATUS"" operation=""profile_load"" profile=""unconfined"" name=<*> pid=<*>> comm=""apparmor_parser"""
1167,E1485,kernel,lp: driver loaded but no devices found,,    4.182239,,lp: driver loaded but no devices found
1168,E1489,kernel,"audit: type=1400 audit(1466518839.336:5): apparmor=""STATUS"" operation=""profile_load"" profile=""unconfined"" name=""/usr/lib/NetworkManager/nm-dhcp-client.action"" pid=366 comm=""apparmor_parser""",,    4.533102,,"audit: type=1400 audit(<*>): apparmor=""STATUS"" operation=""profile_load"" profile=""unconfined"" name=<*> pid=<*>> comm=""apparmor_parser"""
1169,E1091,kernel,Device   empty,,    0.000000,,Device   empty
1170,E1124,kernel,Hypervisor detected: KVM,,    0.000000,,Hypervisor detected: KVM
1171,E1088,kernel,CPUID[0d  07]: eax=00000000 ebx=00000000 ecx=00000000 edx=00000000,,    0.000000,,CPUID[0d  <*>]: eax=<*> ebx=<*> ecx=<*> edx=00000000
1172,E1489,kernel,"audit: type=1400 audit(1467290565.756:5): apparmor=""STATUS"" operation=""profile_load"" profile=""unconfined"" name=""/usr/lib/NetworkManager/nm-dhcp-client.action"" pid=371 comm=""apparmor_parser""",,    5.950982,,"audit: type=1400 audit(<*>): apparmor=""STATUS"" operation=""profile_load"" profile=""unconfined"" name=<*> pid=<*>> comm=""apparmor_parser"""
1173,E1167,kernel,tsc: Detected 2591.970 MHz processor,,    0.000000,,tsc: Detected <*> MHz processor
1174,E1037,dbus  pid: 558,Reloaded configuration,,,system,Reloaded configuration
1175,E1238,kernel,ACPI: Executed 1 blocks of module-level executable AML code,,    0.185005,,ACPI: Executed 1 blocks of module-level executable AML code
1176,E1628,rtkit-daemon  pid: 1005,Successfully made thread 1215 of process 1215 (n/a) owned by '1000' high priority at nice level -11.,,,,Successfully made thread <*> of process <*> (n/a) owned by <*> high priority at nice level <*>.
1177,E1627,rtkit-daemon  pid: 1005,Successfully limited resources.,,,,Successfully limited resources.
1178,E1237,kernel,ACPI: Added _OSI(Processor Aggregator Device),,    0.183579,,ACPI: Added _OSI(Processor Aggregator Device)
1179,E1533,NetworkManager  pid: 582,devices added (path: /sys/devices/pci0000:00/0000:00:03.0/net/enp0s3  iface: enp0s3),info,1467205191.0667,,devices added (path: <*>  iface: <*>)
1180,E1629,rtkit-daemon  pid: 1113,Successfully made thread 13850 of process 13843 (n/a) owned by '1000' RT at priority 5.,,,,Successfully made thread <*> of process <*> (n/a) owned by <*> RT at priority <*>.
1181,E1629,rtkit-daemon  pid: 1005,Successfully made thread 1020 of process 1004 (n/a) owned by '108' RT at priority 5.,,,,Successfully made thread <*> of process <*> (n/a) owned by <*> RT at priority <*>.
1182,E1415,kernel,EDD information not available.,,    0.687205,,EDD information not available.
1183,E1123,kernel,Hierarchical RCU implementation.,,    0.000000,,Hierarchical RCU implementation.
1184,E1156,kernel,PM: Registered nosave memory: [mem 0x00000000-0x00000fff],,    0.000000,,PM: Registered nosave memory: [mem <*>-<*>]
1185,E1088,kernel,CPUID[0d  0d]: eax=00000000 ebx=00000000 ecx=00000000 edx=00000000,,    0.000000,,CPUID[0d  <*>]: eax=<*> ebx=<*> ecx=<*> edx=00000000
1186,E1541,NetworkManager  pid: 572,SettingsPlugin-Ofono: init!,info,1466518545.5965,,SettingsPlugin-Ofono: init!
1187,E1556,NetworkManager  pid: 582,device (enp0s3): state change: ip-check -> secondaries (reason 'none') [80 90 0],info,1467205191.4674,,device (enp0s3): state change: <*> -> <*> (reason <*>) [<*> <*> <*>]
1188,E1630,rtkit-daemon  pid: 1005,Supervising 2 threads of 1 processes of 1 users.,,,,Supervising <*> threads of <*> processes of <*> users.
1189,E1069,kernel,AMD AuthenticAMD,,    0.000000,,AMD AuthenticAMD
1190,E1089,kernel,CPU MTRRs all blank - virtualized system.,,    0.000000,,CPU MTRRs all blank - virtualized system.
